,Financial crisis
2014-12-28,0.0
2015-01-04,0.0
2015-01-11,0.0
2015-01-18,0.0
2015-01-25,0.0
2015-02-01,0.0
2015-02-08,0.0
2015-02-15,0.0
2015-02-22,0.0
2015-03-01,0.0
2015-03-08,0.0
2015-03-15,0.0
2015-03-22,0.0
2015-03-29,0.0
2015-04-05,0.0
2015-04-12,0.0
2015-04-19,0.0
2015-04-26,0.0
2015-05-03,0.0
2015-05-10,0.0
2015-05-17,0.0
2015-05-24,0.0
2015-05-31,0.0
2015-06-07,0.0
2015-06-14,0.0
2015-06-21,0.0
2015-06-28,0.0
2015-07-05,0.0
2015-07-12,0.0
2015-07-19,0.0
2015-07-26,0.0
2015-08-02,0.0
2015-08-09,0.0
2015-08-16,0.0
2015-08-23,100.0
2015-08-30,0.0
2015-09-06,66.0
2015-09-13,0.0
2015-09-20,0.0
2015-09-27,0.0
2015-10-04,0.0
2015-10-11,0.0
2015-10-18,0.0
2015-10-25,0.0
2015-11-01,0.0
2015-11-08,0.0
2015-11-15,0.0
2015-11-22,0.0
2015-11-29,0.0
2015-12-06,0.0
2015-12-13,0.0
2015-12-20,0.0
2015-12-27,0.0
2016-01-03,0.0
2016-01-10,0.0
2016-01-17,0.0
2016-01-24,0.0
2016-01-31,0.0
2016-02-07,0.0
2016-02-14,56.0
2016-02-21,0.0
2016-02-28,0.0
2016-03-06,0.0
2016-03-13,0.0
2016-03-20,0.0
2016-03-27,0.0
2016-04-03,0.0
2016-04-10,0.0
2016-04-17,0.0
2016-04-24,44.0
2016-05-01,0.0
2016-05-08,0.0
2016-05-15,0.0
2016-05-22,0.0
2016-05-29,0.0
2016-06-05,0.0
2016-06-12,0.0
2016-06-19,0.0
2016-06-26,0.0
2016-07-03,37.0
2016-07-10,0.0
2016-07-17,0.0
2016-07-24,0.0
2016-07-31,0.0
2016-08-07,0.0
2016-08-14,0.0
2016-08-21,0.0
2016-08-28,0.0
2016-09-04,43.0
2016-09-11,40.0
2016-09-18,0.0
2016-09-25,0.0
2016-10-02,0.0
2016-10-09,0.0
2016-10-16,0.0
2016-10-23,37.0
2016-10-30,0.0
2016-11-06,0.0
2016-11-13,0.0
2016-11-20,0.0
2016-11-27,0.0
2016-12-04,0.0
2016-12-11,0.0
2016-12-18,0.0
2016-12-25,0.0
2017-01-01,0.0
2017-01-08,0.0
2017-01-15,0.0
2017-01-22,0.0
2017-01-29,0.0
2017-02-05,0.0
2017-02-12,0.0
2017-02-19,0.0
2017-02-26,0.0
2017-03-05,0.0
2017-03-12,0.0
2017-03-19,0.0
2017-03-26,0.0
2017-04-02,0.0
2017-04-09,0.0
2017-04-16,0.0
2017-04-23,0.0
2017-04-30,0.0
2017-05-07,0.0
2017-05-14,0.0
2017-05-21,0.0
2017-05-28,0.0
2017-06-04,0.0
2017-06-11,0.0
2017-06-18,41.0
2017-06-25,0.0
2017-07-02,0.0
2017-07-09,0.0
2017-07-16,0.0
2017-07-23,0.0
2017-07-30,0.0
2017-08-06,0.0
2017-08-13,0.0
2017-08-20,0.0
2017-08-27,0.0
2017-09-03,0.0
2017-09-10,0.0
2017-09-17,0.0
2017-09-24,0.0
2017-10-01,0.0
2017-10-08,0.0
2017-10-15,0.0
2017-10-22,0.0
2017-10-29,0.0
2017-11-05,0.0
2017-11-12,0.0
2017-11-19,0.0
2017-11-26,0.0
2017-12-03,0.0
2017-12-10,0.0
2017-12-17,0.0
2017-12-24,0.0
2017-12-31,0.0
2018-01-07,0.0
2018-01-14,0.0
2018-01-21,0.0
2018-01-28,0.0
2018-02-04,0.0
2018-02-11,0.0
2018-02-18,0.0
2018-02-25,0.0
2018-03-04,0.0
2018-03-11,0.0
2018-03-18,0.0
2018-03-25,0.0
2018-04-01,0.0
2018-04-08,0.0
2018-04-15,0.0
2018-04-22,0.0
2018-04-29,0.0
2018-05-06,0.0
2018-05-13,0.0
2018-05-20,0.0
2018-05-27,0.0
2018-06-03,0.0
2018-06-10,0.0
2018-06-17,0.0
2018-06-24,35.0
2018-07-01,0.0
2018-07-08,0.0
2018-07-15,0.0
2018-07-22,0.0
2018-07-29,0.0
2018-08-05,0.0
2018-08-12,0.0
2018-08-19,0.0
2018-08-26,0.0
2018-09-02,0.0
2018-09-09,0.0
2018-09-16,0.0
2018-09-23,0.0
2018-09-30,39.0
2018-10-07,0.0
2018-10-14,0.0
2018-10-21,0.0
2018-10-28,0.0
2018-11-04,0.0
2018-11-11,0.0
2018-11-18,0.0
2018-11-25,0.0
2018-12-02,0.0
2018-12-09,0.0
2018-12-16,0.0
2018-12-23,0.0
2018-12-30,0.0
2019-01-06,0.0
2019-01-13,0.0
2019-01-20,0.0
2019-01-27,0.0
2019-02-03,0.0
2019-02-10,0.0
2019-02-17,0.0
2019-02-24,0.0
2019-03-03,0.0
2019-03-10,0.0
2019-03-17,0.0
2019-03-24,0.0
2019-03-31,0.0
2019-04-07,0.0
2019-04-14,0.0
2019-04-21,0.0
2019-04-28,0.0
2019-05-05,0.0
2019-05-12,0.0
2019-05-19,0.0
2019-05-26,0.0
2019-06-02,0.0
2019-06-09,0.0
2019-06-16,0.0
2019-06-23,0.0
2019-06-30,0.0
2019-07-07,0.0
2019-07-14,0.0
2019-07-21,0.0
2019-07-28,0.0
2019-08-04,0.0
2019-08-11,0.0
2019-08-18,0.0
2019-08-25,0.0
2019-09-01,0.0
2019-09-08,0.0
2019-09-15,0.0
2019-09-22,0.0
2019-09-29,0.0
2019-10-06,0.0
2019-10-13,0.0
2019-10-20,0.0
2019-10-27,0.0
2019-11-03,36.0
2019-11-10,0.0
2019-11-17,0.0
2019-11-24,0.0
2019-12-01,0.0
2019-12-08,0.0
2019-12-15,0.0
2019-12-22,0.0
2019-12-29,0.0
2020-01-05,36.0
2020-01-12,0.0
2020-01-19,0.0
2020-01-26,0.0
2020-02-02,0.0
2020-02-09,0.0
2020-02-16,0.0
2020-02-23,0.0
2020-03-01,0.0
2020-03-08,0.0
2020-03-15,0.0
2020-03-22,30.46153846153846
2020-03-29,30.46153846153846
2020-04-05,0.0
2020-04-12,30.46153846153846
2020-04-19,0.0
2020-04-26,0.0
2020-05-03,55.38461538461539
2020-05-10,0.0
2020-05-17,0.0
2020-05-24,0.0
2020-05-31,0.0
2020-06-07,0.0
2020-06-14,0.0
2020-06-21,0.0
2020-06-28,0.0
2020-07-05,0.0
2020-07-12,0.0
2020-07-19,0.0
2020-07-26,0.0
2020-08-02,60.92307692307692
2020-08-09,0.0
2020-08-16,0.0
2020-08-23,0.0
2020-08-30,36.0
2020-09-06,0.0
2020-09-13,41.53846153846154
2020-09-20,0.0
2020-09-27,0.0
2020-10-04,0.0
2020-10-11,0.0
2020-10-18,0.0
2020-10-25,0.0
2020-11-01,0.0
2020-11-08,0.0
2020-11-15,0.0
2020-11-22,0.0
2020-11-29,0.0
2020-12-06,0.0
2020-12-13,0.0
2020-12-20,0.0
2020-12-27,0.0
2021-01-03,0.0
2021-01-10,0.0
2021-01-17,0.0
2021-01-24,0.0
2021-01-31,0.0
2021-02-07,0.0
2021-02-14,0.0
2021-02-21,0.0
2021-02-28,0.0
2021-03-07,0.0
2021-03-14,0.0
2021-03-21,0.0
2021-03-28,0.0
2021-04-04,0.0
2021-04-11,0.0
2021-04-18,0.0
2021-04-25,0.0
2021-05-02,0.0
2021-05-09,33.230769230769226
2021-05-16,0.0
2021-05-23,0.0
2021-05-30,27.692307692307693
2021-06-06,0.0
2021-06-13,0.0
2021-06-20,0.0
2021-06-27,27.692307692307693
2021-07-04,0.0
2021-07-11,0.0
2021-07-18,0.0
2021-07-25,0.0
2021-08-01,0.0
2021-08-08,0.0
2021-08-15,0.0
2021-08-22,0.0
2021-08-29,0.0
2021-09-05,0.0
2021-09-12,0.0
2021-09-19,0.0
2021-09-26,0.0
2021-10-03,0.0
2021-10-10,0.0
2021-10-17,0.0
2021-10-24,0.0
2021-10-31,0.0
2021-11-07,0.0
2021-11-14,0.0
2021-11-21,0.0
2021-11-28,0.0
2021-12-05,0.0
2021-12-12,0.0
2021-12-19,44.30769230769231
2021-12-26,0.0
2022-01-02,52.61538461538461
2022-01-09,69.23076923076923
2022-01-16,27.692307692307693
2022-01-23,0.0
2022-01-30,47.07692307692307
2022-02-06,33.230769230769226
2022-02-13,36.0
2022-02-20,47.07692307692307
2022-02-27,49.84615384615385
2022-03-06,130.15384615384616
2022-03-13,185.53846153846155
2022-03-20,199.3846153846154
2022-03-27,265.8461538461538
2022-04-03,276.9230769230769
2022-04-10,157.84615384615384
2022-04-17,218.76923076923077
2022-04-24,196.6153846153846
2022-05-01,193.84615384615384
2022-05-08,124.61538461538461
2022-05-15,157.84615384615384
2022-05-22,177.23076923076923
2022-05-29,163.3846153846154
2022-06-05,177.23076923076923
2022-06-12,168.9230769230769
2022-06-19,188.3076923076923
2022-06-26,243.69230769230768
2022-07-03,246.46153846153845
2022-07-10,218.76923076923077
2022-07-17,149.53846153846155
2022-07-24,216.0
2022-07-31,196.6153846153846
2022-08-07,141.23076923076923
2022-08-14,171.69230769230768
2022-08-21,149.53846153846155
2022-08-28,144.0
2022-09-04,108.0
2022-09-11,155.07692307692307
2022-09-18,149.53846153846155
2022-09-25,185.53846153846155
2022-10-02,130.15384615384616
2022-10-09,127.38461538461539
2022-10-16,135.69230769230768
2022-10-23,110.76923076923077
2022-10-30,146.76923076923077
2022-11-06,119.07692307692308
2022-11-13,207.69230769230768
2022-11-20,144.0
2022-11-27,102.46153846153845
2022-12-04,132.9230769230769
2022-12-11,121.84615384615384
2022-12-18,163.3846153846154
2022-12-25,88.61538461538461
2023-01-01,77.53846153846153
2023-01-08,91.38461538461539
2023-01-15,91.38461538461539
2023-01-22,138.46153846153845
2023-01-29,155.07692307692307
2023-02-05,216.0
2023-02-12,124.61538461538461
2023-02-19,144.0
2023-02-26,127.38461538461539
2023-03-05,119.07692307692308
2023-03-12,102.46153846153845
2023-03-19,96.92307692307692
2023-03-26,85.84615384615384
2023-04-02,69.23076923076923
2023-04-09,49.84615384615385
2023-04-16,85.84615384615384
2023-04-23,88.61538461538461
2023-04-30,74.76923076923077
2023-05-07,80.3076923076923
2023-05-14,113.53846153846153
2023-05-21,94.15384615384615
2023-05-28,124.61538461538461
2023-06-04,96.92307692307692
2023-06-11,74.76923076923077
2023-06-18,85.84615384615384
2023-06-25,72.0
2023-07-02,80.3076923076923
2023-07-09,49.84615384615385
2023-07-16,52.61538461538461
2023-07-23,55.38461538461539
2023-07-30,58.15384615384615
2023-08-06,63.69230769230769
2023-08-13,47.07692307692307
2023-08-20,52.61538461538461
2023-08-27,41.53846153846154
2023-09-03,69.23076923076923
2023-09-10,47.07692307692307
2023-09-17,41.53846153846154
2023-09-24,58.15384615384615
2023-10-01,33.230769230769226
2023-10-08,58.15384615384615
2023-10-15,55.38461538461539
2023-10-22,55.38461538461539
2023-10-29,47.07692307692307
2023-11-05,41.53846153846154
2023-11-12,69.23076923076923
2023-11-19,77.53846153846153
2023-11-26,49.84615384615385
2023-12-03,49.84615384615385
2023-12-10,33.230769230769226
2023-12-17,38.76923076923077
2023-12-24,27.692307692307693
2023-12-31,44.30769230769231
2024-01-07,64.71301305780418
2024-01-14,75.49851523410487
2024-01-21,40.98490826994264
2024-01-28,25.885205223121673
2024-02-04,32.35650652890209
2024-02-11,58.24171175202376
2024-02-18,62.55591262254404
2024-02-25,47.456209575723065
2024-03-03,34.51360696416223
2024-03-10,51.770410446243346
2024-03-17,60.3988121872839
2024-03-24,23.728104787861533
2024-03-31,43.142008705202784
2024-04-07,60.3988121872839
2024-04-14,43.142008705202784
2024-04-21,36.67070739942237
2024-04-28,38.82780783468251
2024-05-05,49.613310010983206
2024-05-12,73.34141479884474
2024-05-19,30.19940609364195
2024-05-26,32.35650652890209
2024-06-02,40.98490826994264
2024-06-09,23.728104787861533
2024-06-16,0.0
2024-06-23,23.728104787861533
2024-06-30,34.51360696416223
2024-07-07,49.613310010983206
2024-07-14,56.08461131676362
2024-07-21,36.67070739942237
2024-07-28,0.0
2024-08-04,28.04230565838181
2024-08-11,40.98490826994264
2024-08-18,49.613310010983206
2024-08-25,81.96981653988529
2024-09-01,0.0
2024-09-08,40.98490826994264
2024-09-15,45.299109140462924
2024-09-22,25.885205223121673
2024-09-29,32.35650652890209
2024-10-06,0.0
2024-10-13,0.0
2024-10-20,30.19940609364195
2024-10-27,51.770410446243346
2024-11-03,43.142008705202784
2024-11-10,36.67070739942237
2024-11-17,0.0
2024-11-24,43.142008705202784
2024-12-01,30.19940609364195
2024-12-08,43.142008705202784
2024-12-15,0.0
2024-12-22,0.0
2024-12-29,30.19940609364195
2025-01-05,25.885205223121673
2025-01-12,34.51360696416223
2025-01-19,0.0
2025-01-26,23.728104787861533
2025-02-02,0.0
2025-02-09,36.67070739942237
2025-02-16,0.0
2025-02-23,0.0
2025-03-02,28.04230565838181
2025-03-09,0.0
2025-03-16,0.0
2025-03-23,0.0
2025-03-30,28.04230565838181
2025-04-06,28.04230565838181
2025-04-13,0.0
2025-04-20,23.728104787861533
2025-04-27,0.0
2025-05-04,0.0
2025-05-11,0.0
2025-05-18,0.0
2025-05-25,0.0
2025-06-01,25.885205223121673
2025-06-08,30.19940609364195
2025-06-15,0.0
2025-06-22,34.51360696416223
2025-06-29,0.0
2025-07-06,0.0
2025-07-13,0.0
2025-07-20,0.0
2025-07-27,0.0
2025-08-03,0.0
2025-08-10,0.0
2025-08-17,0.0
2025-08-24,0.0
2025-08-31,0.0
2025-09-07,25.885205223121673
2025-09-14,0.0
2025-09-21,23.728104787861533
2025-09-28,0.0
2025-10-05,30.19940609364195
2025-10-12,0.0
2025-10-19,0.0
2025-10-26,0.0
2025-11-02,0.0
2025-11-09,0.0
2025-11-16,45.299109140462924
2025-11-23,0.0
2025-11-30,0.0
2025-12-07,0.0
2025-12-14,0.0
2025-12-21,6.471301305780418
2025-12-28,10.785502176300696
